Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
987,75i8nGJoT6Q2znZNNhUmk3,Harley Poe,Horrorful,Hollow Man,26,191552,True,0.448,0.821,7,-6.405,1,0.0328,0.566,0.0,0.339,0.618,104.687,4,acoustic
986,4xN6o0Y195FTgzQvmnuMNw,Gail Blanco,In Love With Bacharach,Make It Easy On Yourself,25,226320,False,0.391,0.322,2,-10.845,1,0.0322,0.88,0.0,0.118,0.278,180.048,4,acoustic
985,3giWuQaBIkGG8OcMiWfPMM,Eric Lumiere,Covers - Chill Covers Of Popular Songs,7 Years,25,244821,False,0.662,0.268,10,-7.394,1,0.0358,0.858,0.0,0.11,0.394,111.594,4,acoustic
984,1dRIpmF4spf1WCruaM59pN,Yosui Inoue,陽水II センチメンタル (Remastered 2018),神無月にかこまれて - Remastered 2018,26,220213,False,0.633,0.647,4,-6.348,0,0.0318,0.133,0.00021,0.0858,0.775,150.805,4,acoustic
983,3eocijVoKZ340ZIkvsatUc,She/Her/hers,To-Do Lists (Color Coded),To-Do Lists (Color Coded),25,167999,False,0.566,0.835,7,-7.985,1,0.0377,0.0167,0.0326,0.172,0.549,95.009,4,acoustic
982,2zfmrdj03N55KX9epHrTg7,Front Porch Step,I Never Loved Before I Found You,So Help Me God,25,257054,False,0.419,0.855,0,-4.782,1,0.0327,7.69e-05,0.0,0.272,0.261,154.098,4,acoustic
981,0dLh6jkNSm0HnmEdjXghIA,Aberola,Si Te Vas,Si Te Vas,26,216584,False,0.483,0.219,0,-13.27,1,0.0482,0.972,0.0,0.116,0.641,149.581,4,acoustic
980,6VScORohpeHSfdLkPUZuZX,Hanare Gumi,帰ってから、歌いたくなってもいいようにと思ったのだ。,踊る人たち,25,305866,False,0.568,0.24,7,-13.851,1,0.0292,0.902,0.099,0.111,0.508,94.933,4,acoustic
979,7ccurrFI92e3hBtU02WgTL,Violent Femmes,Violent Femmes,Good Feeling,47,236840,False,0.369,0.319,2,-12.088,1,0.0288,0.752,0.000837,0.154,0.476,160.359,4,acoustic
978,05hCHpkRbY9srvsP1Ld5IJ,Rory Block,Cried Like A Baby,Cried Like A Baby,25,344514,False,0.704,0.488,10,-7.89,0,0.039,0.56,1.57e-05,0.0811,0.745,179.76,3,acoustic
977,6c6xJgk6Z7WElX8tRUdjZk,Correatown,Spark. Burn. Fade.,All The World (I Tell Myself),38,273026,False,0.488,0.294,6,-14.717,0,0.0261,0.917,0.841,0.0876,0.26,76.647,3,acoustic
976,0k3eft3oFkqIJdBFuHFHGW,Sakura Fujiwara,PLAY,Someday,26,235000,False,0.644,0.723,1,-4.954,1,0.0288,0.16,0.0,0.13,0.625,105.969,4,acoustic
975,4uBcAJZmH3LkH2rCDe8LgC,Yosui Inoue,招待状のないショー,青空、ひとりきり - Remastered 2018,26,260893,False,0.762,0.805,2,-4.696,0,0.0358,0.283,0.0,0.106,0.963,116.141,4,acoustic
974,08HbvgCt7APoTp6Vmk7ho1,Hanare Gumi,帰ってから、歌いたくなってもいいようにと思ったのだ。,明日へゆけ,25,372600,False,0.542,0.0325,11,-18.346,1,0.0452,0.964,0.000855,0.105,0.288,131.935,4,acoustic
973,0Stf1ND7zaL3TEo8kZgld1,Son&Dad;Filip Nordin,Acustic Covers of Popular Songs,I Want It That Way - Acoustic Covers of Popular Songs,51,136470,False,0.392,0.253,8,-6.563,0,0.0354,0.746,0.0,0.321,0.368,203.571,4,acoustic
972,2WihaIEZnX9dNRinCebwUj,Boyce Avenue;Jennel Garcia,"Cover Sessions, Vol. 5",Shallow,52,213900,False,0.649,0.336,7,-6.823,1,0.0322,0.782,0.0,0.0942,0.337,95.988,4,acoustic
971,7KqahQEtWTG2xPKE4Kriad,Masaharu Fukuyama,伝言,追憶の雨の中 (Original Version),27,238866,False,0.345,0.919,2,-8.154,1,0.0751,0.189,0.0,0.17,0.407,174.147,4,acoustic
970,5Jac5r26r1HkpH9Xv5zt7A,Penny and Sparrow;Stephanie Briggs,Tenboom,Duet (feat. Stephanie Briggs),50,221786,False,0.213,0.185,4,-10.929,0,0.0327,0.757,8.54e-05,0.111,0.182,72.844,5,acoustic
969,53yCbC8zjcNQi5534UDoWL,Guus Dielissen,"Acoustic Guitar Covers, Vol. 3",Memories (Instrumental Guitar),37,191506,False,0.491,0.185,11,-18.994,1,0.0452,0.947,0.929,0.195,0.674,90.465,4,acoustic
968,5rRDCbF97rcJW0ES9RhPhC,Graham Colton,Life's What You Make It,Life's What You Make It,54,186109,False,0.655,0.686,7,-5.701,1,0.028,0.371,1.13e-06,0.113,0.544,112.974,4,acoustic
967,5PusZRYXN29yDQOzDMzSJK,Masaharu Fukuyama,LION,アクセス,27,263266,False,0.615,0.545,7,-12.572,1,0.0268,0.383,2.9e-06,0.16,0.47,110.335,3,acoustic
966,0VPneSXkOP27R8Cf7v8HSN,The Perishers,Let There Be Morning (Bonus Track Version),My Heart,45,206653,False,0.543,0.638,7,-6.875,1,0.0258,0.103,0.000232,0.132,0.481,102.719,4,acoustic
965,4QVZZAO7LDFjsbWemhTN5y,Naotaro Moriyama,生きてることが辛いなら,生きてることが辛いなら,26,273480,False,0.333,0.266,8,-6.42,1,0.0318,0.951,3.32e-05,0.108,0.33,129.249,4,acoustic
964,1yTJXe80RThFvGTGDSgNpt,Nathan Angelo,She's The Song (Acoustic),She's The Song - Acoustic,48,233306,False,0.617,0.319,2,-8.445,1,0.029,0.609,0.0,0.122,0.324,133.821,4,acoustic
963,0tu4zWxyFV1Djbf4hLY3xP,Kazuyoshi Saito,深夜高速 -生きててよかったの集い-,深夜高速,26,326706,False,0.474,0.727,2,-5.892,1,0.0329,0.123,2.82e-06,0.244,0.83,79.633,4,acoustic
962,1iQ1BpOGF1Umd3lpTV4OPO,Roses & Frey,With or Without You,With or Without You,55,166943,False,0.641,0.147,11,-14.812,1,0.0337,0.954,1.91e-06,0.111,0.287,111.913,4,acoustic
961,1Llvr4v5Y0rZtm494ak7oh,Boyce Avenue,"Cover Sessions, Vol. 2",The One That Got Away,45,247704,False,0.655,0.502,8,-7.962,1,0.0349,0.579,0.0,0.117,0.368,123.931,4,acoustic
960,6hVkpZkfQV82W6e31Xye37,Bootstraps,Demo Love,Whenever You're Around,46,202348,False,0.531,0.5,7,-8.593,1,0.0282,0.534,0.000861,0.101,0.319,78.076,4,acoustic
959,6VJcMjtcbFGAwZxqW28C8Q,Roberto Diana;Muniesa,Muniesa,Cortes de Aragón,47,72167,False,0.426,0.0812,4,-21.651,0,0.0843,0.948,0.889,0.107,0.243,85.204,5,acoustic
958,32gazF6n0vQfcaLLCE3Cp3,Boyce Avenue,Right Here Waiting,Right Here Waiting,51,248483,False,0.456,0.285,0,-7.999,1,0.0298,0.856,4.26e-06,0.192,0.228,177.561,3,acoustic
957,6wSooKrykEc9YTRyIYXF49,Tim Halperin,Something Beautiful,Something Beautiful,40,236100,False,0.524,0.768,7,-7.821,1,0.0309,0.00816,0.0213,0.0666,0.0562,117.947,4,acoustic
956,5IuV0YqQfVkzRQmvoDClV1,J-Que Beenz,Beautiful Girls,Beautiful Girls,45,238010,False,0.576,0.196,7,-13.639,1,0.0322,0.865,0.0,0.117,0.502,118.075,4,acoustic
955,1fQeGoPKxnT2dLbEjs6jsm,Sara Farell,#Covers,We Don't Talk Anymore,26,193762,False,0.289,0.432,1,-6.091,0,0.037,0.771,0.0,0.215,0.225,85.504,1,acoustic
954,7qHPp1beQupJUzwRyVtoyy,Chord Overstreet,Hold On,Hold On,35,198853,False,0.609,0.443,2,-9.681,1,0.0546,0.469,0.0,0.0829,0.166,119.967,4,acoustic
953,4FhNTUIDPVH8yb9TjHeAmu,Joe Brooks,Pink Sky Moon,Pink Sky Moon,34,224666,False,0.588,0.291,8,-11.464,1,0.0352,0.763,1.56e-06,0.624,0.336,101.158,4,acoustic
952,0W85Yolr3l72QZsk9UrkqP,Kina Grannis,Issues,Issues,46,221568,False,0.485,0.126,6,-15.597,1,0.052,0.71,0.0,0.106,0.345,152.541,4,acoustic
951,28WClWvliFajAplluwtX2J,Jason Mraz,YES!,Long Drive,43,230746,False,0.527,0.578,7,-8.65,1,0.0327,0.197,3.34e-05,0.102,0.405,148.134,4,acoustic
950,1NKiIuSbv88ecRlB6noXzz,Adam Christopher,Mood (Acoustic),Mood - Acoustic,50,161000,True,0.751,0.29,10,-8.17,1,0.0456,0.846,0.0,0.113,0.683,75.034,4,acoustic
949,3Z9P9XOLlISMK0MooS8gsN,Get Dead,Honesty Lives Elsewhere,She's a Problem,25,152053,False,0.484,0.953,1,-3.557,1,0.0927,0.000165,0.00155,0.0658,0.667,97.429,4,acoustic
948,1DxwWEVXzZB2IqGxI6GYRK,Vendredi;Chrissy Dave,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Seven Nation Army - Acoustic Covers Versions of Popular Songs,25,142363,False,0.773,0.208,2,-9.482,0,0.0438,0.956,0.0,0.149,0.538,109.822,4,acoustic
947,5rBVF19fMatEF6AstKKIR7,Marc Broussard;J.J. Grey,S.O.S. 2: Save Our Soul: Soul on a Mission,In the Midnight Hour (feat. J.J. Grey),26,159666,False,0.721,0.785,4,-4.473,1,0.0292,0.0882,8.32e-05,0.104,0.878,111.993,4,acoustic
946,3ZoefygM1VYbvEYXXRNAY2,Violent Femmes,Add It Up (1981-1993),"Dance, Motherfucker, Dance!",27,197266,True,0.308,0.854,4,-8.006,1,0.0494,0.0593,0.00718,0.903,0.689,193.395,4,acoustic
945,5epYcmFhgMsZcyKk8A2Qi5,Chad Hates George,Chad Hates George,"Fry, Bacon, Fry (Die Pigs!)",26,203702,False,0.531,0.289,0,-13.246,0,0.0505,0.854,0.0,0.0918,0.611,124.157,4,acoustic
944,2Qa3MDbhbTsRVZfw9HjwBJ,Vendredi;ELLE,Chill Music - Chill Songs - Chill Vibes - Acoustic Chill - Chillout Lounge,When I Was Your Man,25,209530,False,0.503,0.354,0,-7.493,1,0.0329,0.938,0.0,0.0987,0.372,72.295,3,acoustic
943,2BWIhAOGhnA7hR6YvXCPsC,Frank Turner,England Keep My Bones (Deluxe Edition),Rivers,26,274133,False,0.279,0.498,4,-8.52,1,0.035,0.217,0.0,0.348,0.492,183.874,4,acoustic
942,7dE07ULna9h2PituTjrinM,Cannon's Jug Stompers,The Best Of Cannon's Jug Stompers,Going To Germany,28,154106,False,0.49,0.198,7,-13.405,1,0.0341,0.973,0.0212,0.125,0.636,106.71,4,acoustic
941,5KcGMnoxVuAUexDFoOHROL,Days N Daze,Show Me the Blueprints.,None Exempt,27,230691,True,0.425,0.752,9,-4.649,0,0.0398,0.305,0.0,0.157,0.844,105.466,4,acoustic
940,1Whxt3lFm3WZ5RjayHMucO,Son&Dad;Filip Nordin,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Drag Me Down,25,141176,False,0.879,0.411,8,-5.146,1,0.0376,0.61,0.0,0.296,0.609,119.013,4,acoustic
939,2o1RtJhMTPDW6A3SzNptli,Days N Daze,Split EP,"Little Blue Pills, Pt..3",27,149214,True,0.565,0.611,5,-9.124,1,0.0676,0.345,2.46e-05,0.0527,0.914,137.289,4,acoustic
938,25R9Ax7cdjWx0EDr2HAKoA,AJJ,Christmas Island,Deathlessness,27,220832,False,0.554,0.655,11,-8.074,1,0.0388,0.00193,0.56,0.28,0.363,100.423,4,acoustic
937,38qIDDupYe8XIvMrRynpEt,Joey Cape,Acoustic,Wind in Your Sails,25,226786,False,0.644,0.34,0,-6.759,1,0.027,0.491,0.0,0.0829,0.298,129.997,4,acoustic
936,5kTmg9n7FZ7xv8SZVFhX8P,AJJ,Only God Can Judge Me and More,I Am So Mad at You,27,104306,True,0.682,0.666,0,-4.823,1,0.0381,0.0602,7.99e-05,0.208,0.79,93.992,4,acoustic
935,3Ec6uapAsdc0MY8pDFcsg4,Chris Cresswell,One Week Record,Meet Me in the Shade,24,180000,False,0.556,0.511,3,-5.425,1,0.0298,0.782,4.54e-05,0.0989,0.537,81.613,4,acoustic
934,3pgXwvxj2qqTOfsUxxQ8nE,Bobbylene,Study Music - Música Para Estudiar - Study Session - Study Acoustic Music - Study Relaxing Music,Canada,25,126951,False,0.608,0.15,11,-12.729,1,0.0321,0.863,0.0,0.124,0.434,81.988,4,acoustic
933,43WuM1pfzxEB4rPr9PL5xb,Johnnyswim,JOHNNYSWIM,Big Time,27,198136,False,0.439,0.532,2,-5.071,1,0.0473,0.618,0.0,0.142,0.437,129.936,4,acoustic
932,0jJqIi0uMG8IhGlLx7U85J,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,Already Home,44,230186,False,0.602,0.404,2,-7.344,1,0.0272,0.31,0.0,0.14,0.243,83.054,4,acoustic
931,4UXZoNGOQ42aV5uXCkLuYm,Rory Block,I've Got A Rock In My Sock,Lovin' Whiskey,26,246773,False,0.675,0.366,2,-13.493,1,0.0759,0.719,0.00105,0.191,0.411,72.662,4,acoustic
930,7LHhGBjIBj7kNYLHYH9rMx,Hanare Gumi,あいのわ,PEOPLE GET READY,25,242001,False,0.667,0.0119,0,-16.177,1,0.0636,0.867,0.0,0.288,0.408,133.277,4,acoustic
929,5quIK3oXwunG35RI8HSQDi,JJ Heller,When I'm With You,What Love Really Means,45,236200,False,0.405,0.428,5,-9.506,1,0.0277,0.0182,1.44e-06,0.14,0.331,145.515,3,acoustic
928,5whKev8bxFJ0vl0KfLANyS,Chris Cresswell,To the Wind,To the Wind,25,187908,False,0.491,0.561,11,-7.225,1,0.0246,0.108,0.0,0.139,0.22,151.943,4,acoustic
927,5Z01kGFWQcQA3XBRxjAzAJ,Andrew Foy;Renee Foy;Stephan Baulig,Afterglow (Stephan Baulig Remix),Afterglow - Stephan Baulig Remix,37,213620,False,0.674,0.52,0,-10.106,1,0.0511,0.272,2.41e-06,0.151,0.422,116.029,4,acoustic
926,0ZFq3raMFdXllZJoTbBRnQ,Steve Pulvers,Acoustic Lullaby,Untainted Innocence,26,133500,False,0.586,0.115,7,-20.442,1,0.0563,0.836,0.926,0.11,0.885,179.941,4,acoustic
925,4WzQEkUYTBzo0DRnJfYPls,Ray LaMontagne,MONOVISION,We'll Make It Through,51,361013,False,0.502,0.309,5,-12.12,1,0.0308,0.575,0.000894,0.0953,0.273,119.236,4,acoustic
924,2V2mEnBBn4HsDRNxuVJvwP,Mone Kamishiraishi,あの歌-2-,Diamonds,26,300626,False,0.755,0.918,8,-3.558,1,0.0397,0.356,2.23e-06,0.319,0.634,111.017,4,acoustic
923,6pOD6dUoAMDmvuMePmfOKG,Todd Carey,Future Throwback,Nintendo,47,178659,False,0.723,0.93,0,-3.292,1,0.128,0.239,0.0,0.155,0.69,124.94,4,acoustic
922,5Hnfk1EuhqQuh7QhcnikR1,Masaharu Fukuyama,化身,KISSして,27,223333,False,0.324,0.873,10,-3.67,1,0.0664,0.00119,0.0,0.443,0.775,93.059,4,acoustic
921,36ccrof5DFicLrejE4hEye,Jimmy Rogers,Chicago Bound,Walking By Myself,50,167266,False,0.621,0.519,11,-13.328,0,0.102,0.837,0.00246,0.162,0.775,117.005,4,acoustic
920,6apacvSkVWWtCxc68FBsZV,Carly Lyman;Jason Lux,(I Just) Died In Your Arms [Acoustic],(I Just) Died In Your Arms - Acoustic,47,211364,False,0.747,0.221,0,-10.528,0,0.0358,0.93,0.0,0.116,0.369,118.029,4,acoustic
919,0D1Kp0dQ6ZSbeI5n14XHTp,Ingrid Michaelson,The Space Between Us (Original Motion Picture Soundtrack),Stay Right Where You Are,39,281213,False,0.652,0.263,0,-9.836,1,0.0447,0.758,2.69e-06,0.106,0.192,119.957,4,acoustic
918,4eZP0Tyh1p06Nk1aHOzNrt,Ingrid Michaelson;A Great Big World,Lights Out,Over You,47,283266,False,0.292,0.281,5,-11.569,1,0.0288,0.751,0.000801,0.113,0.164,89.256,4,acoustic
917,5tn4ViAVQvGNRvzFIzOnGm,Ice Seguerra,Ikaw Lamang,Ikaw Lamang,25,282387,False,0.614,0.441,10,-9.375,1,0.0294,0.76,4.18e-05,0.142,0.148,117.991,4,acoustic
916,6rm0bIbAE0ZfPXNeuIV4DR,Michael Logen,Darkness Within,Darkness Within,33,252628,False,0.464,0.72,9,-7.466,0,0.0583,0.0166,0.0488,0.0803,0.199,160.057,4,acoustic
915,4vNGuGIIzh6soeBTw8hjfq,Boyce Avenue;Alex Goot,"Cover Sessions, Vol. 2",A Thousand Miles,43,244173,False,0.564,0.731,9,-7.538,1,0.0295,0.517,3.48e-06,0.105,0.257,95.036,4,acoustic
914,0imuQm7CnK74UdorFpC2Eg,Jon Bryant,Twenty Something,Light,48,267306,False,0.512,0.359,9,-11.59,1,0.0277,0.567,0.0226,0.13,0.132,129.83,4,acoustic
913,3mlAmyipgcFX5F3EXllJh2,Boyce Avenue,"Cover Sessions, Vol. 5",Bleeding Love,56,210186,False,0.737,0.295,0,-7.179,1,0.0332,0.83,0.0,0.0984,0.369,107.107,4,acoustic
912,7lr1Qj5i2emYCPqUiIyFcz,Guus Dielissen,Moth To A Flame (Acoustic Instrumental),Moth To A Flame - Acoustic Instrumental,43,181819,False,0.655,0.0883,0,-19.0,0,0.0488,0.971,0.897,0.109,0.373,119.985,4,acoustic
911,4s3G9Ifc1dp8xEksZxNe8P,Richard Walters,Devon or Las Vegas,Unconditional,52,260000,False,0.409,0.222,10,-11.358,1,0.0281,0.882,0.00426,0.213,0.151,63.419,4,acoustic
910,2N7NctlF0wAl57q68v5MOi,Tamio Okuda,E,花になる,27,209200,False,0.512,0.884,4,-4.09,1,0.0368,5.53e-06,0.0,0.123,0.48,124.003,4,acoustic
909,2TDVIt8rGuXEN6IvMIy5iW,Sara Farell,#Covers,Issues - Acoustic,47,189732,False,0.627,0.307,6,-6.994,1,0.0313,0.742,0.0,0.106,0.471,104.669,4,acoustic
908,05b6SX5DjBpvd5rYIxmwOz,The Civil Wars,Barton Hollow,To Whom It May Concern,44,211360,False,0.309,0.159,7,-13.101,1,0.0315,0.912,0.000264,0.1,0.139,87.493,4,acoustic
907,5uY2Vs2sviMqznPxW8f5xz,Canyon City,Midnight Waves,Between the Stars,43,252013,False,0.484,0.292,11,-13.097,1,0.035,0.868,0.000372,0.0903,0.0771,95.446,4,acoustic
906,1SesKQRY9HNlqbOtCGYWMa,Salty Snacks,Without You,Without You,38,179236,False,0.551,0.161,7,-13.903,1,0.0331,0.954,0.000925,0.116,0.356,129.786,4,acoustic
905,56twDecxsQon61crfEXrA5,Mother's Daughter;Beck Pete,Hollywood's Bleeding,Hollywood's Bleeding,40,217777,False,0.654,0.135,6,-10.535,0,0.033,0.938,0.0,0.0983,0.16,100.027,4,acoustic
904,0v1yN5C75um5Wx2WPtFl6k,Sara Farell,Sunflower,Sunflower,51,181897,False,0.568,0.213,2,-11.882,1,0.0379,0.955,0.0,0.113,0.302,72.932,4,acoustic
903,3h8uWt8HNyDNubPSEBgTPG,Zack Tabudlo,Yakap,Yakap,66,178947,False,0.738,0.39,8,-8.437,1,0.0334,0.409,0.0,0.107,0.547,113.979,4,acoustic
902,0P2HFqXUhqvdZ2bS8doDjR,Matt Johnson,Covers,Havana - Acoustic,53,141142,False,0.807,0.403,2,-8.759,0,0.0316,0.901,0.0,0.12,0.95,105.037,4,acoustic
901,5Pk2JQFKZyFnA9e7BAQQQm,Jonah Baker,Stuck with U (Acoustic),Stuck with U - Acoustic,51,188181,False,0.558,0.209,8,-8.934,1,0.0515,0.852,0.0,0.111,0.41,174.887,3,acoustic
900,7sGEiBshBJXKRnvyIq3LUB,Sara Farell,#Covers,Sombody else - Acoustic,42,170712,False,0.444,0.316,2,-7.751,1,0.0429,0.841,0.0,0.138,0.571,201.64,4,acoustic
1999,7qJTx6D79BV0misxpST1xi,Los Amigos Invisibles,Repeat After Me,Hopeless Romance,19,252853,False,0.691,0.921,1,-4.138,1,0.0403,0.0753,0.0794,0.0514,0.597,116.001,4,afrobeat
1998,5AyV6bXjo69l6FzlUGYaBG,Los Amigos Invisibles,Repeat After Me,Reino Animal,19,238373,False,0.733,0.862,7,-5.813,1,0.0604,0.287,0.000532,0.466,0.745,107.981,4,afrobeat
1997,5FV80qQwNMXeKCPl11bSv3,Meridian Brothers,Desesperanza,La Gitana Me Ha Dejado - Salsa Electrónica,16,405653,False,0.762,0.512,11,-8.633,0,0.239,0.772,0.00183,0.183,0.576,96.428,4,afrobeat
1996,6HFBSlYkiVJsbln9bbbIN0,Antibalas,Talkatif,Hypocrite,16,306106,False,0.7,0.94,10,-6.782,0,0.0554,0.476,0.841,0.106,0.828,114.15,4,afrobeat
1995,6zfkOL0yboqccd2h0pH0XY,Los Amigos Invisibles,El Paradise,Dame el Mambo,19,268580,False,0.74,0.866,2,-5.414,1,0.0622,0.00709,0.0512,0.0831,0.797,119.98,4,afrobeat
1994,0dfu8ZDFuVmcSGzvq4vQl9,The New Mastersounds,Made for Pleasure,Cigar Time,18,413480,False,0.601,0.616,5,-10.865,1,0.0322,0.677,0.831,0.117,0.798,112.775,4,afrobeat
1993,4YkyEJKKgaB1HyHPOAmmMr,Los Amigos Invisibles,Live En Una Noche Tan Linda Como Esta Vol 2,Cuchi-cuchi,19,321541,False,0.566,0.778,9,-7.04,1,0.058,0.362,0.101,0.985,0.362,125.423,4,afrobeat
1992,33dYPQCYUztZKUJqmyQR6L,William Onyeabor,Box Set,The Moon and the Sun,16,560280,False,0.615,0.838,4,-6.449,1,0.0546,0.275,0.00465,0.115,0.85,145.961,3,afrobeat
1991,5D7crFjKr6CKdWsJSJIEEy,Manu Dibango;Cuarteto Patria,Cubafrica,Yerberito,16,298293,False,0.697,0.723,8,-6.606,1,0.0303,0.198,0.00058,0.0807,0.895,124.604,4,afrobeat
1990,0HuzFOajs0M126BCUJYN81,Jor'dan Armstrong,52 Weeks of Summer,No Nah,17,232610,False,0.757,0.673,8,-6.553,1,0.0372,0.0213,0.0,0.284,0.639,100.024,4,afrobeat
1989,3MhErr2oHiTPfbxG8Ya9s1,Manu Dibango,Africadelic,Soul Fiesta,16,128985,False,0.58,0.984,7,-5.592,1,0.0384,0.367,0.751,0.115,0.5,136.671,4,afrobeat
1988,7cx6epwIj5GVQbhvwIK7y5,Plastilina Mosh,Tasty + B Sides,International Stereo (Bassass),19,175560,False,0.663,0.895,6,-7.837,1,0.0498,0.000249,0.121,0.181,0.9,133.704,4,afrobeat
1987,2nnEMHhOYxkR35ceLJy7Eo,Los Amigos Invisibles,El Paradise,Goldmember,18,57786,False,0.583,0.954,10,-4.263,0,0.0426,0.0007,0.839,0.349,0.689,133.959,4,afrobeat
1986,4NEBZjWw9QlE7Sdju7jVA7,Meridian Brothers,¿Dónde Estás María?,"Yo Soy Tu Padre, Yo Te Fabriqué",16,319213,False,0.645,0.551,5,-10.301,0,0.103,0.594,0.00532,0.0746,0.774,96.225,4,afrobeat
1985,4vBk67mVsxz5tZ1LMMTkd9,BaianaSystem;Buguinha Dub;Orquestra Afrosinfônica,Futuro Dub,Fogo (Adubado),17,130602,False,0.67,0.632,5,-7.291,0,0.0282,0.0559,0.881,0.28,0.589,94.031,4,afrobeat
1984,1cGpjqxs56wNKE6LOBnUcD,The New Mastersounds,Breaks from the Border,Freckles,50,223600,False,0.787,0.834,6,-6.16,0,0.0311,0.145,0.802,0.0929,0.961,113.337,4,afrobeat
1983,2lXOcxoc8Ye5AXIG7Lhpey,Los Amigos Invisibles,El Paradise,Cara E' Pasmao',19,202346,False,0.715,0.925,5,-3.932,0,0.0316,0.0155,0.0779,0.158,0.898,103.006,4,afrobeat
1982,6BlLBH67HrKOsFyGTzI9Yi,The Souljazz Orchestra,Under Burning Skies,Tambour à deux peaux,16,238805,False,0.719,0.828,2,-7.509,0,0.0364,0.0935,0.152,0.149,0.96,104.036,4,afrobeat
1981,3WRLUvhaIpFnXBR9aRvOGc,William Onyeabor,DJ-Kicks (Brandt Brauer Frick) [DJ Mix],Better Change Your Mind - Mixed,16,153306,False,0.803,0.67,11,-9.929,0,0.0738,0.123,0.00629,0.331,0.87,117.457,4,afrobeat
1980,5yttdWLpQ3yL09P0tSqM5E,Fela Kuti,The Best of the Black President,Shuffering and Shmiling,16,745386,False,0.825,0.837,10,-6.752,0,0.0989,0.315,0.00014,0.0604,0.495,123.02,4,afrobeat
1979,5gq3egwoV2pToWU5goXEvi,Speedometer;Ria Currie,The Shakedown,You've Made Me So Very Happy featuring Ria Currie,17,236013,False,0.678,0.71,1,-6.068,1,0.039,0.0262,2.53e-06,0.119,0.897,99.136,4,afrobeat
1978,5Qo0FGH6UcFtSFJ7k0sD1v,Vaudou Game,Kidayu,Elle décide,16,222493,False,0.772,0.857,1,-6.858,1,0.0389,0.462,0.0102,0.076,0.977,111.367,4,afrobeat
